,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Parow Industrial,767692.0,7530626.0,2919394.0,1884971.0,597164.0,2607177.0,1724315.0,1101718.0,4239807.0,3900000.0
Bothasig,832672.0,877601.0,990763.0,1038238.0,1131948.0,1335406.0,1362603.0,1473731.0,1625319.0,1568444.0
Leiden,64104.0,71052.0,70886.0,80100.0,75699.0,100549.0,108504.0,124997.0,137698.0,160163.0
De Bakke,633150.0,648019.0,488766.0,521851.0,580299.0,784682.0,819994.0,899415.0,1142868.0,944285.0
Langeberg Ridge,868526.0,870275.0,922382.0,711959.0,1039250.0,1391840.0,1168323.0,1618195.0,1680633.0,1307200.0
Sanddrift,824814.0,751857.0,904821.0,1018559.0,5250000.0,77810693.0,1320000.0,1619666.0,1574750.0,1456666.0
Klipfonteyn,472387.0,503456.0,874875.0,205600.0,860545.0,589833.0,583500.0,304000.0,529375.0,
Welgevonden Estate,1290032.0,1544987.0,1500238.0,1751837.0,1719233.0,2076796.0,2421057.0,2413858.0,2432888.0,3066666.0
Lochnerhof,1047163.0,1087386.0,1195537.0,1265738.0,1364924.0,1525711.0,1785851.0,1831616.0,1911136.0,2248750.0
Nieuwerust,,,,,,,,,,
Simola,2862669.0,3092107.0,2108333.0,1378800.0,996593.0,3200850.0,3023581.0,1433313.0,1324423.0,1935000.0
Vredendal,630986.0,747355.0,784897.0,836978.0,685692.0,755228.0,579775.0,583993.0,746193.0,925944.0
Wesbank,309857.0,449500.0,437181.0,406375.0,461753.0,457086.0,590230.0,675363.0,755571.0,625000.0
Victorskloof,4686000.0,3341666.0,3360000.0,5070181.0,3904545.0,3884019.0,4289240.0,4654166.0,4600000.0,1700000.0
Die Bos,729363.0,707305.0,775805.0,881941.0,979777.0,942333.0,1053656.0,843026.0,1089151.0,1347857.0
Greenways Golf Estate,1389631.0,1657882.0,1226750.0,1619864.0,1502838.0,1761951.0,1737032.0,1691400.0,1592541.0,1186000.0
Keurboomstrand,1400727.0,2046354.0,1255333.0,940886.0,955126.0,1133408.0,1092310.0,1727164.0,2265160.0,2360800.0
Nature On Sea,1625000.0,1725000.0,2050000.0,2043333.0,1961000.0,2263333.0,3906666.0,5400000.0,,
Sitari Country Estate,,,,,,,,,,
Victoria Bay,,,,,,,,,,
Pezula Golf Estate,1876718.0,1516428.0,1488860.0,1787895.0,1715988.0,2214048.0,2511625.0,2135206.0,975571.0,1691250.0
George Industrial,2153714.0,1447533.0,2336594.0,1525477.0,1360346.0,1105073.0,1223730.0,1363080.0,1242824.0,1497000.0
St Helena Views,305330.0,301175.0,262530.0,409510.0,310514.0,231707.0,309796.0,260365.0,252866.0,148571.0
Vredenburg,394917.0,450676.0,517325.0,509025.0,581184.0,551229.0,626471.0,617244.0,639739.0,618919.0
Mosselbank,2401875.0,2506428.0,4018750.0,2410000.0,2987500.0,2589285.0,2266250.0,3084000.0,2578750.0,
Devon Park Village,349863.0,334290.0,342911.0,385791.0,444727.0,492852.0,565052.0,612894.0,539441.0,159326.0
Faure,,,,,,,,,,
Parow,877214.0,952612.0,1024035.0,1154283.0,1224024.0,1190767.0,1372976.0,1353137.0,1367773.0,1591783.0
Avondale,296045.0,380545.0,283233.0,382218.0,388520.0,395937.0,440000.0,526292.0,558282.0,578750.0
Plattekloof Glen,1037894.0,1176710.0,1287500.0,1366200.0,1526969.0,1630147.0,1906289.0,1954000.0,1810357.0,2068500.0
Oakdale,690647.0,825606.0,842018.0,916685.0,978385.0,1045686.0,1160482.0,1255775.0,1349105.0,1462133.0
Chapmans Peak,2829997.0,2804925.0,2609708.0,3104928.0,3554032.0,4381944.0,3745535.0,4022111.0,3910550.0,2436146.0
Constantia Kloof,2202142.0,1966666.0,870000.0,2574000.0,2140500.0,980625.0,3713636.0,891400.0,1409000.0,4400000.0
Vierlanden,1395000.0,1482500.0,1524000.0,1630250.0,1750416.0,1923750.0,2246333.0,1948333.0,2191375.0,0.0
Green Point,1806044.0,1708909.0,2047631.0,2210522.0,2687199.0,3361871.0,3759538.0,3517979.0,3167966.0,3799092.0
Sea Point,1528726.0,1535409.0,1745678.0,2029154.0,2434696.0,3352493.0,3651408.0,3504355.0,4116580.0,2833826.0
Sunset Estate,833333.0,215000.0,158833.0,233328.0,720750.0,828793.0,1399250.0,1151500.0,410828.0,
Yzerfontein Rural,,,,,,,,,,
Arabella,,,,,,,,,,
Seemeeu Park,702861.0,555200.0,724027.0,913835.0,876086.0,736309.0,564283.0,314128.0,888631.0,1106562.0
Clara Anna Fontein,223000000.0,1844812.0,2500877.0,3735079.0,3794716.0,2615840.0,,,,
Gansbaai Rural,,,,,,,,,,
Jakkalsfontein,,,,,,,,,,
Dwarskersbos,526898.0,490863.0,516772.0,428585.0,441740.0,610035.0,712741.0,745918.0,610236.0,599475.0
Goose Valley Golf Estate,1145435.0,1054666.0,1214700.0,1161458.0,1315925.0,1261562.0,1331093.0,1556875.0,1546751.0,1382000.0
Clanwilliam Rural,594044.0,1593093.0,1159285.0,1067511.0,1627368.0,1191929.0,1840701.0,699104.0,2134000.0,1941666.0
Prince Albert,444809.0,836914.0,820336.0,726847.0,742497.0,762656.0,974345.0,976279.0,1193818.0,1485833.0
Admirals Kloof,2000000.0,816666.0,2241666.0,1590000.0,2583333.0,2308333.0,1600000.0,4391666.0,1025000.0,
Norwood,404285.0,437272.0,432230.0,449857.0,547347.0,528442.0,489903.0,474833.0,645159.0,675000.0
Lemoenkloof,1498000.0,1961111.0,2062000.0,1717166.0,1486666.0,2508571.0,2222500.0,3830000.0,3090000.0,
Bosmanskloof,231000.0,116571.0,132350.0,730142.0,66800.0,147333.0,142500.0,225000.0,157625.0,90000.0
Chatsworth,61116.0,71476.0,74369.0,73853.0,84097.0,87709.0,105811.0,133762.0,135143.0,132532.0
Constantia,3978717.0,4386627.0,4932388.0,5022925.0,7565529.0,6077900.0,6502741.0,7343875.0,6994175.0,6355416.0
Zoar,65000.0,12000.0,21000.0,17500.0,45000.0,85000.0,43000.0,106758.0,47500.0,350000.0
Heidelberg Rural,,,,,,,,,,
Penhill,1166340.0,1111107.0,1288000.0,1286788.0,1607692.0,1496800.0,1770909.0,1843800.0,1662343.0,
Elsies River,312522.0,384627.0,415424.0,459308.0,481442.0,549029.0,532203.0,590674.0,652703.0,635227.0
Van Wyksdorp,112000.0,297847.0,284328.0,179517.0,228250.0,973333.0,167102.0,381679.0,63999.0,0.0
Nooitgedacht Estate,450000.0,621094.0,1185639.0,1469520.0,1335776.0,1689635.0,1819586.0,1637745.0,,
Onrus,911470.0,1006631.0,1043308.0,1132263.0,972246.0,1357119.0,1669480.0,1927538.0,1976219.0,1759090.0
The Crags,1331500.0,1548302.0,1687222.0,1500085.0,1371332.0,2137812.0,2596608.0,1433262.0,1455374.0,1950000.0
Edgemead,1102439.0,1146638.0,1282747.0,1419819.0,1658801.0,1767024.0,1975304.0,2009697.0,1954764.0,2105395.0
Grotto Bay,994020.0,1486000.0,1975000.0,1440633.0,1718750.0,1371666.0,1726045.0,1167000.0,2940526.0,2900000.0
Paarl South,456000.0,522500.0,422500.0,584107.0,1276666.0,639210.0,768634.0,618500.0,5036250.0,550000.0
Groot Brakrivier Central,,,,,,,,,,
Blue Downs,257197.0,270680.0,290990.0,311420.0,368979.0,373482.0,399148.0,432565.0,477435.0,455451.0
Swellendam,633377.0,762620.0,826487.0,882164.0,921495.0,903325.0,950467.0,934841.0,921355.0,1136083.0
Reebok,672889.0,721650.0,850589.0,823798.0,782906.0,861729.0,771733.0,991328.0,1171336.0,1628928.0
Murraysburg Rural,,,,,,,,,,
Pinevalley,,,,,,,,,,
Tafelzicht,816133.0,696081.0,597958.0,837387.0,899748.0,960428.0,1110535.0,790500.0,1165736.0,
Vogelvlei,62269.0,65115.0,79362.0,73733.0,75533.0,88390.0,105893.0,121224.0,122090.0,133109.0
Hillcrest Heights,311761.0,367833.0,405227.0,361608.0,376801.0,346522.0,437269.0,635294.0,525266.0,690250.0
Stellenbosch,1202566.0,1231067.0,1251565.0,1240421.0,1432725.0,1535644.0,1530080.0,1554849.0,1829584.0,1784894.0
Bellville,1055622.0,1055689.0,1142538.0,1220694.0,1320930.0,1356520.0,1606770.0,1573255.0,1580540.0,1772793.0
Hansmoeskraal A H,,,,,,,,,,
Pinnacle Point Golf Estate,1639364.0,630818.0,964916.0,957283.0,950413.0,979758.0,1100332.0,1242279.0,1250074.0,1700454.0
Duyker Eiland,598333.0,306666.0,1333333.0,1218750.0,1253150.0,760250.0,1471500.0,893571.0,2259500.0,
Blue Mountain Village,81157.0,303460.0,452262.0,233776.0,239740.0,253350.0,345899.0,913852.0,1183399.0,1219845.0
Kleinkrantz,416666.0,437562.0,321629.0,428753.0,384977.0,443486.0,463150.0,442625.0,615551.0,903750.0
Welgemoed,2423330.0,2959371.0,2554309.0,3100416.0,3287035.0,3443133.0,3726814.0,4199157.0,3880633.0,3362500.0
Mont Fleur Mountain Estate,135000.0,100366.0,220000.0,351100.0,322400.0,380026.0,394804.0,1292166.0,917762.0,
Arniston,1102857.0,1657433.0,1850000.0,2094000.0,1787454.0,1804166.0,1448466.0,3081390.0,2587375.0,
Koekenaap,90000.0,60800.0,100000.0,25000.0,610000.0,1120000.0,513750.0,,,
Crofters Valley,2641250.0,3031071.0,2733214.0,3891578.0,4235866.0,4792500.0,4438106.0,5471818.0,5475000.0,3000000.0
Elnor,458333.0,505000.0,405666.0,501833.0,603750.0,750000.0,700000.0,960000.0,,
Sunset Glen,193164.0,243541.0,255108.0,276309.0,483043.0,504406.0,478229.0,589455.0,667389.0,675000.0
Malmesbury Rural,,,,,,,,,,
Paarl North,994682.0,1026965.0,1073099.0,1092732.0,1306166.0,1292142.0,1204277.0,1254390.0,1526726.0,1528125.0
Kronenzicht,,,,,,,,,,
Pelgrimsrust,1690000.0,1025000.0,665000.0,1625000.0,800000.0,1500000.0,1305000.0,1100000.0,,
Strandvale,847000.0,927875.0,948071.0,1131875.0,1214857.0,1253333.0,1365000.0,1593500.0,1420000.0,
Overkloof,3790000.0,4140625.0,2247115.0,4181111.0,3765625.0,5656129.0,5360000.0,3016857.0,3087500.0,5300000.0
Pineview,87164.0,48529.0,37200.0,171350.0,250357.0,248670.0,216562.0,161666.0,306117.0,375000.0
Wellington Rural,2265507.0,1550302.0,1855636.0,2270792.0,2167936.0,4281476.0,2751816.0,4944228.0,2585915.0,6166666.0
Welgelegen,775000.0,600000.0,557812.0,552000.0,610810.0,1679466.0,1898204.0,1595857.0,2061250.0,
Hartenzicht,578090.0,599318.0,530571.0,733409.0,776229.0,831333.0,903809.0,782333.0,996333.0,1208750.0
Palm Village,459533.0,370181.0,375764.0,518804.0,351269.0,511421.0,692400.0,794333.0,1076000.0,1385000.0
Volmoed,,,,,,,,,,
Newlands,2854422.0,3235284.0,3100488.0,3636922.0,3903048.0,4540150.0,4919500.0,5175576.0,5522105.0,4728600.0
Paradyskloof,3014444.0,2712785.0,2937500.0,3242633.0,3318125.0,3517058.0,4401291.0,4644444.0,3880000.0,3900000.0
Paardevlei,,,,,,,,,,
Rocklands,286233.0,286756.0,315825.0,317593.0,328976.0,364593.0,396128.0,429315.0,492252.0,524277.0
Van Wyksvlei,156771.0,237216.0,310764.0,259919.0,308734.0,386456.0,343739.0,365095.0,427422.0,364285.0
Parel Vallei,2115625.0,2562771.0,2619821.0,3180000.0,3034531.0,3585812.0,3228873.0,3796526.0,3697142.0,2500000.0
New Macassar Village,316385.0,246500.0,295714.0,217435.0,329730.0,238628.0,406554.0,369987.0,316493.0,389999.0
Stilbaai,780623.0,796524.0,764266.0,828824.0,826371.0,943518.0,972052.0,999959.0,1240920.0,1117000.0
Southern Cross,873333.0,1047683.0,1137363.0,1234954.0,1246250.0,815173.0,1071000.0,1825000.0,1562857.0,
Ruwari,958928.0,858166.0,1024000.0,1405625.0,1309230.0,1487352.0,1356685.0,1623888.0,1512333.0,2200000.0
Agulhas,655089.0,739399.0,601743.0,514028.0,1034382.0,733916.0,692376.0,852521.0,772450.0,997500.0
Haarlem,75000.0,65000.0,170648.0,170000.0,127909.0,28533.0,176555.0,162187.0,41250.0,280000.0
Kleinvlei,238461.0,196400.0,200995.0,145612.0,186261.0,279357.0,284166.0,355783.0,333214.0,340000.0
Goose Valley,1069501.0,1098125.0,1214700.0,1161458.0,1218160.0,1261212.0,1316515.0,1556875.0,1546751.0,1382000.0
Worcester Rural,2374075.0,2821156.0,2890461.0,3399582.0,3800507.0,2481450.0,2353348.0,731724.0,4460809.0,5850000.0
Cravenby,434794.0,590357.0,662352.0,747125.0,749090.0,666055.0,849629.0,813857.0,742500.0,0.0
Durbanville Central,1092365.0,1254571.0,1305528.0,1324016.0,1521176.0,1371242.0,1709205.0,2088099.0,2173533.0,2077327.0
Parow Valley,550755.0,582986.0,587944.0,669414.0,737800.0,719407.0,919734.0,1015891.0,941791.0,1015692.0
Barbarosa Estate,2200000.0,2600000.0,3131666.0,2965000.0,3400000.0,3720000.0,4712500.0,3525000.0,6500000.0,4650000.0
Tijgerhof,408100.0,457045.0,444285.0,507081.0,605933.0,694666.0,695541.0,1039722.0,1442500.0,1258333.0
Tembani,211550.0,399750.0,252600.0,380000.0,190000.0,710000.0,699500.0,750000.0,950000.0,
Hermanus,878106.0,981044.0,946920.0,1090775.0,1067647.0,1268454.0,1387659.0,1683794.0,1604676.0,1764439.0
Mount Royal Golf Estate,180000.0,206666.0,126071.0,175889.0,235965.0,301666.0,364009.0,420178.0,512181.0,750000.0
East Bank,899375.0,851666.0,741000.0,876750.0,954428.0,1127500.0,1360000.0,1219000.0,1549857.0,
Westridge,331829.0,347310.0,377356.0,413851.0,430574.0,461710.0,503401.0,579724.0,646941.0,700000.0
Avon,375000.0,408800.0,625000.0,476666.0,560500.0,436090.0,775714.0,779166.0,286666.0,
Chapmans Bay Estate,1231335.0,1826485.0,2661154.0,2123500.0,3150416.0,,,,,
Jacobsbaai,833795.0,976964.0,1244190.0,1312843.0,1157961.0,1199055.0,1311776.0,1543755.0,1415555.0,1385000.0
The Hill,1950000.0,480000.0,135333.0,502500.0,2914166.0,1572923.0,1734285.0,1638333.0,,
Chanteclair,379833.0,480000.0,978750.0,587000.0,1492857.0,1069681.0,1121666.0,1507500.0,4296000.0,5500000.0
North End,,,,,,,,,,
Cutty Sark,2024266.0,935166.0,1063888.0,1930000.0,1845000.0,1592173.0,1997254.0,2033000.0,2418750.0,
Paarl Central West,1463888.0,1276357.0,1687846.0,2339411.0,2001538.0,2190563.0,3080879.0,3255000.0,2426250.0,875000.0
Belmont Park,471627.0,473780.0,473414.0,533455.0,521338.0,670163.0,645970.0,781093.0,766984.0,952111.0
Hospital Park,608900.0,552500.0,521857.0,580416.0,511333.0,491110.0,1120631.0,542375.0,318598.0,292000.0
Strand South,892552.0,853041.0,890313.0,740594.0,730440.0,790245.0,947022.0,1044645.0,1188319.0,1034090.0
Sun Valley,,,,,,,,,,
George South,513815.0,654984.0,617707.0,659613.0,718685.0,738113.0,798054.0,780673.0,906186.0,1201000.0
Bluewater Estate,485000.0,810444.0,375590.0,490000.0,1144285.0,1517714.0,2629473.0,2337500.0,2900000.0,3065000.0
Baardskeerdersbos,,,,,,,,,,
Brackenfell Industrial,1823848.0,3161875.0,2903485.0,2619300.0,3428896.0,3213466.0,3159999.0,3346688.0,2878671.0,18900000.0
Simons Kloof,2679000.0,4000000.0,3490000.0,3264788.0,4225000.0,2979000.0,4441666.0,3080000.0,5025000.0,
Dennemere,292497.0,304023.0,343814.0,428541.0,517221.0,560173.0,420250.0,613124.0,603508.0,933333.0
Windsor Park Estate,677277.0,497500.0,744892.0,737941.0,778333.0,981055.0,1100147.0,1186478.0,1169285.0,1400000.0
Oudtshoorn South,488908.0,430164.0,411244.0,512565.0,485566.0,522833.0,559257.0,643387.0,682954.0,805000.0
Mitchells Plain Central,,,,,,,,,,
Avignon,,,,,,,,,,
Deaconville,332918.0,383181.0,424454.0,312050.0,460125.0,517742.0,502769.0,604338.0,732777.0,763333.0
George Rural,1776442.0,1857250.0,1350018.0,2501232.0,2562143.0,2581014.0,1597917.0,1000789.0,1595857.0,1487773.0
Hoekwil,1481821.0,1186416.0,1042045.0,1338701.0,1187371.0,1478983.0,2151311.0,1866944.0,2203250.0,565000.0
Anchorage Park,607838.0,584852.0,641285.0,730986.0,708875.0,836284.0,944234.0,933787.0,926600.0,1600000.0
Flamingo Vlei,1319330.0,1397413.0,1437916.0,1664210.0,1714857.0,2125185.0,1965955.0,2474956.0,2404521.0,2286666.0
Protea Heights,964355.0,919113.0,947699.0,1028404.0,1342542.0,1362361.0,1573896.0,1744510.0,1924576.0,1948250.0
Heldervue,1573953.0,1568467.0,1468790.0,1644540.0,1917305.0,2367139.0,2292531.0,2768617.0,2452307.0,2559000.0
Knysna Heights,1049624.0,922272.0,1219500.0,987050.0,1269758.0,1139681.0,1049473.0,720000.0,498571.0,1478750.0
Paarl Central,971389.0,995472.0,1029848.0,1144112.0,1042399.0,1275524.0,1702942.0,1446261.0,1456704.0,1444285.0
Bergenzicht Estate,22000000.0,185319.0,837790.0,931458.0,1672500.0,,,,,
Cola Beach,1309062.0,1137545.0,850473.0,1082105.0,1723571.0,1195415.0,1162857.0,1367520.0,1710000.0,1277500.0
Hartenbos Landgoed,,,,,,,,,,
Wellington West,1207800.0,1291000.0,2962461.0,1164842.0,2801272.0,1359318.0,633846.0,1012083.0,1669605.0,
Forest Village,411250.0,385000.0,403777.0,373137.0,423333.0,516071.0,586500.0,570833.0,755500.0,780000.0
Bonnie Brae,552838.0,630135.0,652042.0,700335.0,796890.0,890452.0,1076906.0,1202966.0,1310000.0,1155000.0
Sea Breeze,630833.0,607857.0,685000.0,522500.0,669400.0,842500.0,838750.0,933333.0,1017500.0,205000.0
Moquini Coastal Estate,1117500.0,1375000.0,1480000.0,765000.0,1403766.0,609000.0,553750.0,911666.0,950000.0,450000.0
Blackheath,836451.0,788589.0,888159.0,1381894.0,1321271.0,1006698.0,1132987.0,2484422.0,738745.0,732923.0
Khayelitsha,120494.0,128812.0,160034.0,177508.0,186494.0,189195.0,213010.0,235837.0,219768.0,219775.0
Sandown,,,,,,,,,,
The Heads,4600000.0,2610000.0,3329000.0,5026785.0,2582500.0,3400000.0,3008444.0,5237500.0,4243750.0,3800000.0
Elani Water Estate,,,,,,,,,,
Muizenberg,594750.0,626945.0,724111.0,859258.0,833021.0,993710.0,1164337.0,1299725.0,1292921.0,1288882.0
Kwaaiwater,2345668.0,1822272.0,1997606.0,1962083.0,2356750.0,2667222.0,3530533.0,3909333.0,6389583.0,4300000.0
De Zalze Winelands Golf Estate,5551105.0,6772500.0,5718031.0,8056379.0,8302656.0,8251702.0,7725347.0,8795000.0,11014495.0,6466666.0
Paardeneiland,2897250.0,5753666.0,7853031.0,8804285.0,2444516.0,5956512.0,10898794.0,16253200.0,12248400.0,5585666.0
Cape Town,941228.0,993857.0,1085437.0,1234498.0,1341506.0,1575036.0,1681757.0,1660786.0,1602793.0,1515588.0
Forest Heights,448750.0,412200.0,353641.0,381463.0,469717.0,529817.0,621538.0,651724.0,808071.0,654500.0
Hoogland,133388.0,124231.0,342000.0,182529.0,175483.0,193749.0,241833.0,203090.0,176916.0,150000.0
Tyger Waterfront,,,,,,,,,,
Merweville,377500.0,338046.0,145357.0,95000.0,268875.0,156666.0,265000.0,205000.0,306666.0,35000.0
Skiathos,780639.0,676733.0,753714.0,669100.0,876650.0,960000.0,1125000.0,1355000.0,1366863.0,1337500.0
Gordons Bay,616698.0,619772.0,638698.0,747653.0,708583.0,750873.0,833459.0,875320.0,952475.0,1035758.0
Protea Village,620202.0,675955.0,706358.0,598698.0,828219.0,935900.0,1083914.0,1219151.0,1223479.0,1193750.0
Beaconvale,2301875.0,3102408.0,1811333.0,3742714.0,3863500.0,4372657.0,6948000.0,2942857.0,4686285.0,1581250.0
Bosonia,587200.0,517090.0,376000.0,423000.0,683200.0,480000.0,539666.0,547916.0,1100692.0,1220000.0
Constantia Hill Estate,4360714.0,3332142.0,3525000.0,3658333.0,5000000.0,5587500.0,6800000.0,4790000.0,6500000.0,5150000.0
Tulbagh Rural,,,,,,,,,,
Airlie,,,,,,,,,,
Glencairn,1138909.0,1051000.0,1326538.0,1012666.0,1185526.0,1567058.0,1595000.0,2118333.0,1986666.0,
St Helena Bay,310603.0,354055.0,285242.0,383802.0,302398.0,340994.0,324144.0,404542.0,335500.0,305606.0
Schonenberg Estate,1129436.0,1318784.0,1696057.0,2093730.0,2339713.0,2820990.0,3247391.0,3265255.0,3288500.0,2100000.0
Gansbaai Central,527834.0,477072.0,516271.0,455957.0,632136.0,651946.0,517255.0,679240.0,846499.0,616250.0
Prince Albert Rural,1666750.0,2542500.0,1890044.0,2192361.0,2065588.0,1854392.0,3098705.0,2127733.0,2661666.0,3162500.0
Richmond Estate,735230.0,826857.0,815486.0,932765.0,933999.0,787157.0,1096453.0,1313833.0,1183076.0,1377142.0
Silverglade,,,,,,,,,,
Sedgefield,930620.0,866740.0,752401.0,860530.0,938501.0,1019628.0,1082860.0,1249921.0,1349084.0,1367428.0
Rome,331809.0,413448.0,577074.0,415931.0,471224.0,486146.0,569642.0,566853.0,595548.0,442419.0
Brackenfell,720110.0,745019.0,801830.0,878391.0,964848.0,1058610.0,1273592.0,1371198.0,1420261.0,1484304.0
Fairview Golf Estate,382734.0,347677.0,442101.0,455243.0,475696.0,455646.0,431854.0,544585.0,578083.0,515000.0
Hartenbos,880616.0,764042.0,966558.0,982600.0,994998.0,1026739.0,1281446.0,1385825.0,1342352.0,1309317.0
Sunny Seas Estate,1202945.0,1122500.0,856519.0,1116666.0,1027050.0,731835.0,897027.0,849236.0,1153823.0,1232500.0
Worcester,553499.0,605414.0,639323.0,670034.0,747685.0,807465.0,850983.0,854269.0,996491.0,1120451.0
Victoria Mxenge,55275.0,94310.0,90517.0,63973.0,112480.0,121275.0,159686.0,156111.0,175372.0,145714.0
Lower Robberg,1792777.0,1384789.0,1852500.0,1305769.0,1383613.0,1950366.0,1652669.0,1869100.0,1909657.0,1758334.0
Caledon Rural,,,,,,,,,,
Mountainside,1871678.0,1710141.0,1573205.0,2128414.0,2172675.0,2448080.0,2439145.0,2319800.0,2262111.0,3566666.0
Bardale Village,391901.0,452932.0,427552.0,450874.0,514444.0,538332.0,582875.0,629187.0,769600.0,804750.0
Ashton,322642.0,267733.0,409062.0,418984.0,294497.0,498225.0,520444.0,484267.0,420375.0,422500.0
Brackenfell Central,,,,,,,,,,
Vanrhynsdorp Rural,,,,,,,,,,
Klipheuwel,377166.0,761818.0,293472.0,956222.0,704285.0,593384.0,1138333.0,1737857.0,600000.0,
Oudtshoorn North,430861.0,500468.0,545988.0,547129.0,610775.0,592289.0,574315.0,628177.0,792701.0,660000.0
Villiersdorp Rural,,,,,,,,,,
Monte Vista,1260269.0,1308300.0,1423152.0,1481792.0,1752631.0,1842596.0,2118529.0,2084313.0,2218244.0,2231111.0
Crystal Waters,253050.0,690125.0,505000.0,278310.0,218125.0,82116.0,131000.0,500000.0,556250.0,40000.0
Saldanha Heights,448000.0,220000.0,155000.0,900000.0,895714.0,1220000.0,940000.0,260000.0,290000.0,
Wellington,721496.0,748400.0,800689.0,838543.0,933772.0,900148.0,1030962.0,994266.0,1135440.0,918324.0
Victoria Heights,,,,,,,,,,
Zeegezicht,1009000.0,703750.0,660000.0,606959.0,606111.0,725000.0,855200.0,267500.0,1085000.0,1120000.0
Langebaan Country Estate,166895.0,180898.0,625577.0,586893.0,857639.0,628843.0,745285.0,956366.0,1440311.0,1693181.0
Laingsburg Rural,,,,,,,,,,
Happy Valley,63250.0,79333.0,63175.0,76500.0,75600.0,80358.0,65000.0,93200.0,124272.0,100000.0
Noordhoek Manor,,,,,,,,,,
Plettenberg Bay Central,2884769.0,2588541.0,2979024.0,1274473.0,1805384.0,1828130.0,1826225.0,1809152.0,2131000.0,900000.0
The Village,933750.0,1022064.0,937437.0,1013075.0,1010450.0,1192812.0,1379549.0,1796050.0,1549333.0,1300000.0
Froggy Farm,1972222.0,1397680.0,2434500.0,2704200.0,3246153.0,3909375.0,3875000.0,2436250.0,4431666.0,1600000.0
Gaylee,409372.0,545857.0,483333.0,645000.0,745000.0,753750.0,760781.0,778888.0,921250.0,1076666.0
Port Owen,666654.0,503507.0,527888.0,626965.0,730052.0,797580.0,818007.0,979255.0,862512.0,775562.0
Stellenbosch Central,1125961.0,1282020.0,1279868.0,1330846.0,1519370.0,1457202.0,1708448.0,2370973.0,2091765.0,2477238.0
Wilderness Rural,,,,,,,,,,
High Places,291181.0,286285.0,323400.0,385000.0,379444.0,440785.0,514857.0,383750.0,390714.0,
Oostersee,625222.0,881961.0,832941.0,922181.0,907130.0,986032.0,1119333.0,1261831.0,1099104.0,1555000.0
Waves Edge,1182225.0,1076921.0,1272043.0,1401033.0,1429432.0,1819553.0,2093842.0,2207304.0,1884390.0,1800500.0
Schoemansville,191400.0,210000.0,251863.0,255803.0,251965.0,176315.0,243157.0,223200.0,328805.0,410833.0
Hout Bay Beachfront,,,,,,,,,,
Romansbaai Estate,1178000.0,1585476.0,2129118.0,1373289.0,1330909.0,1937650.0,2930000.0,,,
Kingfisher Creek,1554375.0,714000.0,826666.0,869666.0,1299285.0,1358888.0,1712500.0,1704230.0,1414090.0,2020000.0
Eersterivier,295065.0,303960.0,319289.0,349568.0,375080.0,413791.0,489131.0,550671.0,544849.0,449898.0
Vasco Estate,564953.0,731568.0,770823.0,864215.0,845429.0,1023391.0,1118917.0,1209296.0,1438976.0,1503500.0
Robertson Rural,1319886.0,1238074.0,884791.0,1499312.0,1521020.0,2036590.0,1702152.0,3415906.0,1203910.0,4140387.0
Worcester West,873125.0,894823.0,862052.0,958434.0,959421.0,904020.0,1038812.0,1226357.0,1210388.0,1345000.0
Jamestown,,,,,,,,,,
Gordon Strand Estate,695722.0,645861.0,875617.0,867513.0,1001950.0,1205217.0,1143375.0,1259526.0,1264000.0,1285000.0
Birkenhead,,,,,,,,,,
Saldanha Industrial,,,,,,,,,,
Eversdal,1494583.0,1359642.0,1485642.0,1910357.0,2460000.0,2091153.0,2835909.0,2879062.0,2771363.0,2475000.0
San Michel,2070909.0,2570000.0,2061692.0,2774976.0,2889788.0,3400500.0,4515000.0,3841666.0,3582142.0,4500000.0
Kalbaskraal,233006.0,182340.0,119901.0,255293.0,186835.0,190047.0,215543.0,599409.0,442470.0,200000.0
Paradise Beach,1196250.0,533333.0,1453000.0,1556750.0,1059454.0,1425265.0,1714090.0,1009500.0,748125.0,850000.0
Bloubergrant,1737500.0,1337000.0,2007777.0,2179533.0,1873466.0,2419600.0,2623181.0,2135035.0,2794166.0,2950000.0
Plattekloof,2322400.0,2478683.0,2533500.0,2858440.0,3215564.0,3154269.0,3822731.0,3176631.0,3000645.0,4228428.0
Peers Hill Estate,1178214.0,1271190.0,1250588.0,1282500.0,1656157.0,1823750.0,2004187.0,1875000.0,2209454.0,2262000.0
Kuils River,528785.0,554417.0,611264.0,725699.0,822486.0,840089.0,951216.0,1088682.0,1076483.0,1228717.0
Umrhabulo Triangle,59214.0,43107.0,62591.0,71406.0,132000.0,128153.0,171188.0,176833.0,148181.0,156000.0
Van Riebeeckshof,1920750.0,1934307.0,1936637.0,2503432.0,2423686.0,2728723.0,3083250.0,3296911.0,3220961.0,3093333.0
Knysna Rural,806750.0,1801943.0,2420350.0,1561296.0,1683474.0,1804711.0,1024136.0,1965500.0,2264311.0,1450000.0
Klein Dassenberg,,,,,,,,,,
Fish Eagle Park,,,,,,,,,,
Meedingsride,667538.0,719400.0,756944.0,685666.0,974456.0,880272.0,1020681.0,1059375.0,1730555.0,1166666.0
